batch,plaid_plate,error_type,error,Zfactor_expected,SSMD_expected,Zfactor_plaid,SSMD_plaid,Zfactor_rand,SSMD_rand,Zfactor_border,SSMD_border
0,plate_layout_10-10_02.npy,bowl-nl,0.14,-0.13124915959606742,-2.943057232223586,-0.06744574208365894,-3.0685506048858713,0.24328345814996344,-4.442630465466211,0.3672457007338291,-5.618028487941986
0,plate_layout_10-10_03.npy,bowl-nl,0.14,-0.13783984269161031,-2.983073306919403,-0.04780749856904509,-3.2264859527113647,-0.23167126962225582,-2.6195192994753125,0.17780084618966763,-4.155326742114486
0,plate_layout_10-10_06.npy,bowl-nl,0.14,-0.11928076967305201,-2.9300027008488465,0.02862348371862078,-3.3109579075899074,-0.20375385876818197,-2.6430453489284185,0.18073077154810135,-4.019192968031957
0,plate_layout_10-10_09.npy,bowl-nl,0.14,-0.1638846934334608,-2.8433733931283838,-0.025088052877007216,-3.1271092571144012,0.26269042042975144,-4.486789935294792,0.20809819837724408,-4.2654728850826364
0,plate_layout_10-10_11.npy,bowl-nl,0.14,-0.20234213403441648,-2.7878281017129005,-0.016521229429640405,-3.344432596906482,-0.2166235990108727,-2.719710377228156,0.045915263846972976,-3.5623052923227907
0,plate_layout_10-10_15.npy,bowl-nl,0.14,-0.21152185563555714,-2.7387441154856482,-0.49475691049270676,-2.1476234695737277,-0.4078542738919255,-2.2935940386702733,0.06580642288043947,-3.635908344016212
0,plate_layout_10-10_19.npy,bowl-nl,0.14,-0.16929319829414569,-2.8379225520687585,0.06524592933646645,-3.5120234683273606,-0.2961329442019007,-2.494237942983842,0.48954393051289,-6.657127212640856
0,plate_layout_10-10_20.npy,bowl-nl,0.14,-0.20503015615787845,-2.7933417511999425,-0.33762507226925176,-2.5730722498507816,0.12614254806389047,-3.84524878796161,0.09987549980666632,-3.8814510289188338
0,plate_layout_10-10_26.npy,bowl-nl,0.14,-0.16563087017909606,-2.89814865345839,-0.30651449981346524,-2.5359495342141636,-0.29148002097772374,-2.5389109059986494,0.2033239548681267,-4.511244975851317
0,plate_layout_10-10_27.npy,bowl-nl,0.14,-0.12992937208191435,-2.9549005138545454,0.013537136652202797,-3.3144232753686764,-0.14045355953614735,-2.8466594061659993,0.18321622319351583,-4.041986307240718
0,plate_layout_10-10_28.npy,bowl-nl,0.14,-0.1797096786642398,-2.828697745001511,-0.051410830619834424,-3.1011299456361052,0.15563325038690068,-4.0474001591449715,0.2875110421275887,-4.909027685195072
0,plate_layout_10-10_30.npy,bowl-nl,0.14,-0.17742048618721196,-2.852076762066491,0.07520792275628652,-3.691418000360796,-0.18038135053616777,-2.8089080822501837,0.2795882411593752,-4.797410474567494
0,plate_layout_10-10_34.npy,bowl-nl,0.14,-0.2102357634547085,-2.7303404949150365,0.0008817417940721883,-3.279463961546298,-0.15992777077111575,-2.8221901236101745,0.13963307401608938,-3.841694008844923
0,plate_layout_10-10_35.npy,bowl-nl,0.14,-0.1748549087241773,-2.813224179574855,0.03867412839237505,-3.606832429463466,-0.03846790354272245,-3.148098600161321,0.11088965854122912,-3.907573876249798
0,plate_layout_10-10_37.npy,bowl-nl,0.14,-0.20385928544973786,-2.7620394371337684,-0.2579021929236369,-2.5838743656706833,-0.08953510921428043,-2.9546873333123216,0.2731325360199348,-4.80917466979905
0,plate_layout_10-10_38.npy,bowl-nl,0.14,-0.20148293294838004,-2.770351944700979,-0.014774794269438063,-3.4636596204063563,-0.04679456683617955,-3.2570177056768848,0.1072413759170342,-3.8108423136878575
0,plate_layout_10-10_39.npy,bowl-nl,0.14,-0.11330522771890084,-2.9906914085733716,0.05017253119975129,-3.5554505385446586,0.2650302854711951,-4.600229602867706,0.21246112490971114,-4.279502986397321
