batch,plaid_plate,error_type,error,Zfactor_expected,SSMD_expected,Zfactor_plaid,SSMD_plaid,Zfactor_rand,SSMD_rand,Zfactor_border,SSMD_border
0,plate_layout_10-10_02.npy,bowl-nl,0.12,-0.07488588560049636,-3.1228334509675255,0.009810073797897667,-3.355075991469965,-0.4834157699604986,-2.256496612694768,0.27744213766035053,-4.9091836060367156
0,plate_layout_10-10_03.npy,bowl-nl,0.12,-0.14774747871291916,-2.968925487087563,0.018528178772793336,-3.583604398211778,0.10622149229271627,-3.7983934783627347,0.30481587780831776,-4.799873033246575
0,plate_layout_10-10_06.npy,bowl-nl,0.12,-0.044072844831591684,-3.2089044799847755,0.0622423915715371,-3.6328438054789074,0.03158176306780203,-3.452613576070661,0.23335330426122236,-4.629498469120606
0,plate_layout_10-10_09.npy,bowl-nl,0.12,-0.09393223987479016,-3.0647570149907186,-0.0508876913359384,-3.1415812868507276,0.2463047868556042,-4.524222507778636,0.3373868636144225,-5.261440671366384
0,plate_layout_10-10_11.npy,bowl-nl,0.12,-0.0247898353178424,-3.358074356648646,0.07727842354670467,-3.7360196773789074,0.15942483897831672,-4.23283615029803,0.23387403997241507,-4.470112333609024
0,plate_layout_10-10_15.npy,bowl-nl,0.12,-0.04736651929026259,-3.1837667250189683,-0.34458098204254983,-2.399008298295105,-0.2265342919454365,-2.7232967809482154,0.37036569477809744,-5.354113807687999
0,plate_layout_10-10_19.npy,bowl-nl,0.12,-0.02866751982068516,-3.3052729842021447,0.10345245396250802,-3.6545065881090495,-0.22020140257865672,-2.6381503369440074,0.13221470530911028,-4.090120799125431
0,plate_layout_10-10_20.npy,bowl-nl,0.12,-0.08520951356345607,-3.100878012389706,-0.10173866671782039,-2.91269489084625,0.00908229328826382,-3.2837013135789035,0.3038581012302758,-5.250436990519156
0,plate_layout_10-10_26.npy,bowl-nl,0.12,-0.04287644854951611,-3.2132515560319015,-0.27576147272377804,-2.5840314660405976,0.18590372793549814,-4.190477467696266,0.012434917842775839,-3.4223543743231044
0,plate_layout_10-10_27.npy,bowl-nl,0.12,-0.013057100448393033,-3.3171775748542607,0.010162032461292658,-3.3367997703788608,-0.09987051487087628,-2.95399240800757,0.3742314818071575,-5.542234512895486
0,plate_layout_10-10_28.npy,bowl-nl,0.12,-0.04275958310340533,-3.229707332597123,0.0798956498966299,-3.52912349272538,-0.13557311857771404,-3.075132457228186,0.2622426091617076,-4.745654974132716
0,plate_layout_10-10_30.npy,bowl-nl,0.12,-0.09422353363998015,-3.127364953166158,0.18819819440021524,-4.1461327968180965,-0.25048227752821917,-2.7631853160330824,0.2497968403480374,-4.846870334461389
0,plate_layout_10-10_34.npy,bowl-nl,0.12,-0.02694293650268942,-3.3045505892149376,0.08174441717614422,-3.665513513260402,0.48567411756534107,-7.382503545098718,0.2599515350670981,-4.69989649278048
0,plate_layout_10-10_35.npy,bowl-nl,0.12,-0.0693869276965462,-3.1340701355758984,0.024326447008134022,-3.5987833588789773,-0.30889934021930143,-2.505848965193946,0.17651645174913544,-4.324698457121435
0,plate_layout_10-10_37.npy,bowl-nl,0.12,-0.10381112084050481,-3.037485473932686,-0.09231992803539568,-3.063618088235907,-0.046924531776301404,-3.1740272082944467,0.350191881941292,-5.336452119404198
0,plate_layout_10-10_38.npy,bowl-nl,0.12,-0.008600650877534921,-3.3644077663173,0.14180801165907153,-4.076500671682382,-0.22331174602973047,-2.9259499456385565,0.36291821275675107,-5.9334723817679
0,plate_layout_10-10_39.npy,bowl-nl,0.12,-0.059593181429715036,-3.1966641104801568,0.20777452647918992,-4.026643442509303,0.030010331406338242,-3.298815522513148,0.31262140734724375,-4.948169649723409
0,plate_layout_10-10_25.npy,bowl-nl,0.12,-0.07095356460209601,-3.1178602212187143,0.17047186626530975,-4.4028974568972705,-0.023617567476973633,-3.3005842083627255,0.33147638848475636,-5.187292635589461
0,plate_layout_10-10_17.npy,bowl-nl,0.12,-0.0533676744062308,-3.2983485580539,0.21030097429249917,-4.7508045277846085,-0.045736064050682756,-3.3323819620220814,0.1949939530185073,-4.482697143654624
0,plate_layout_10-10_33.npy,bowl-nl,0.12,-0.01699981759637903,-3.3023199383198056,0.03219384169582651,-3.362033612711639,-0.03873254355240863,-3.0934306771684574,0.2579174025587464,-4.675260366722554
0,plate_layout_10-10_05.npy,bowl-nl,0.12,-0.022341902688681525,-3.322488294997443,-0.02585112224255548,-3.3924990131388624,0.28079421732997867,-4.812892490555819,0.15919332724539437,-4.21843104963376
0,plate_layout_10-10_31.npy,bowl-nl,0.12,-0.022546369417557388,-3.2969934571367996,-0.20136219024742985,-2.789615463732854,0.08616299258866911,-3.555204716403694,0.30881385738867684,-4.9915697727767645
0,plate_layout_10-10_18.npy,bowl-nl,0.12,-0.08240332405802708,-3.150201270434675,0.0007347307034634154,-3.266700311862105,-0.30073605999110664,-2.585667272170506,0.05488764968069537,-3.5914926885709555
0,plate_layout_10-10_04.npy,bowl-nl,0.12,-0.13033864626880276,-2.961483317031837,-0.3270287891313459,-2.4484360153766747,0.04382757139025373,-3.521113440787851,0.3105444727263518,-4.93839578821928
0,plate_layout_10-10_21.npy,bowl-nl,0.12,-0.15994385233242947,-2.8601293357367648,-0.11951480423316085,-2.8000407206236346,0.11598384604604506,-3.690028825774821,0.2988933322855275,-4.865316839053027
