batch,layout,error_type,error,lost_rows,neg_control_mean,pos_control_mean,neg_stdev,pos_stdev,Zfactor_expected,SSMD_expected,Zfactor_raw,SSMD_raw,Zfactor_norm,SSMD_norm
0,PLAID,bowl-nl,0.05,0,102.02192059895893,8.80053729878293,3.869532866813584,3.5586011536068907,0.7609518195036337,-17.732528606416302,0.34663270883587605,-5.395402127444894,0.6829157439983307,-12.620220516376097
0,PLAID,bowl-nl,0.05,1,102.63336009168388,5.7408495126773955,3.535226453132823,3.8053222335715398,0.7727208643008939,-18.65446902801713,-0.30711557496525077,-2.5005851532328185,0.7110191651070872,-13.914895844783967
0,PLAID,bowl-nl,0.05,2,98.8939982080452,8.38667582316532,5.303642057855118,4.107100641238761,0.6880669170918032,-13.492500556951704,-0.40701778982581893,-2.437646230297896,0.5865667973062543,-10.053081169398943
0,PLAID,bowl-nl,0.05,0,100.40085527492236,9.194499323980441,4.009743464882871,4.520004096303935,0.7194357518534744,-15.094830137963047,0.40324639710390986,-6.4454012744247855,0.5885529589957749,-10.200584932034385
0,PLAID,bowl-nl,0.05,1,98.54870576757001,8.037555221269809,3.82236265533081,3.9486267176038625,0.7424298776659737,-16.46961505921531,0.3834246721230158,-6.159308916044077,0.5868730101613908,-10.14962001612385
0,PLAID,bowl-nl,0.05,2,98.72661463683066,11.191679875042812,2.4302355537773197,3.7664860822169026,0.7876257638327738,-19.528317698877768,-0.47095631219628564,-2.3495701904209128,0.6155820595667885,-10.724127422772419
0,PLAID,bowl-nl,0.05,0,101.2185972511659,8.811018650518172,2.8157081785609677,4.770395222309595,0.7537181414420033,-16.68189386088433,0.4477583472894635,-6.850622595675571,0.6242550732519019,-10.926381973873195
0,PLAID,bowl-nl,0.05,1,99.83737402679532,7.696680548223924,5.992446414641849,6.246237801199879,0.601521854661708,-10.644821629011709,-0.4362480811624414,-2.4651548816440725,0.5606195224211884,-9.64596120742517
0,PLAID,bowl-nl,0.05,2,100.0587155534188,8.76535187023013,4.332088722628969,4.4106809464875,0.7127030054630439,-14.766841825259686,-0.9573334011619841,-1.6997497348372954,0.5690391415271447,-9.306950928656597
0,PLAID,bowl-nl,0.05,0,99.52218650002088,11.35547071424185,3.6307650911062073,3.1454820083396107,0.7694283935024786,-18.353528838937468,0.28917069233168047,-5.149024568576565,0.6154386551872518,-10.399126692950581
