batch,layout,error_type,error,lost_rows,neg_control_mean,pos_control_mean,neg_stdev,pos_stdev,Zfactor_expected,SSMD_expected,Zfactor_raw,SSMD_raw,Zfactor_norm,SSMD_norm
0,PLAID,bowl-nl,0.05,0,100.17622694211904,39.73762177005948,3.4236146967810894,2.5354059810397356,0.7042112076781193,-14.186754212393001,-0.16383368349870397,-3.2903129332284022,0.2999845554863352,-6.003688179975611
0,PLAID,bowl-nl,0.05,1,98.78920666222322,40.00778755546457,2.591723522648907,2.8928058762633606,0.7200886190438199,-15.134297800861281,-1.6028777561753946,-1.505002568129057,0.3140756260318266,-6.147074877270823
0,PLAID,bowl-nl,0.05,2,98.63098823065577,39.22007962841321,1.7759328600499562,4.272165397152154,0.6945965783307101,-12.841187365202995,-1.6792611134788373,-1.506194093290206,0.23429847996783848,-5.540046364481782
0,PLAID,bowl-nl,0.05,0,99.16813181796435,39.07622754893704,3.162276841479263,4.944927619735705,0.5952597329124616,-10.237804485811541,-0.09187565900740235,-3.6370163356738976,0.3784314258987117,-6.812228247834331
0,PLAID,bowl-nl,0.05,1,100.34921193903668,40.62037624299684,2.574355368470327,4.789082503938883,0.6301566343994167,-10.985317465151395,-0.3983350340371665,-3.0301390612208086,0.20186443394184883,-5.308194864848875
0,PLAID,bowl-nl,0.05,2,99.18441791535737,38.621212934371236,1.688353574780031,2.3669157952949753,0.799122121855267,-20.83089017898116,-1.6260919434514163,-1.5373957636083395,0.2837000879131828,-5.882735162247808
0,PLAID,bowl-nl,0.05,0,100.59535380175632,39.45335677866926,3.1953962827103917,5.097750866807111,0.5930875231445565,-10.162477650254003,0.037665133027952935,-4.244179408169057,0.3298302049112988,-6.32964989208195
0,PLAID,bowl-nl,0.05,1,99.56838348817205,40.63592956318442,3.278828569193928,3.5984063427083197,0.6499092883189986,-12.105626492802276,-1.3803502973137602,-1.628406563560924,0.31506973682075967,-6.141491423413882
0,PLAID,bowl-nl,0.05,2,98.24293593154887,37.91219300406937,2.2615734213536025,3.887496765117256,0.694232000729926,-13.414337464619194,-2.3336744756864074,-1.1189292067000212,0.3927242141818317,-6.891639325638048
0,PLAID,bowl-nl,0.05,0,99.94201779561921,39.74928372117689,3.1710442748789642,3.168462723879658,0.6840395890182519,-13.42775926315689,-0.007853177325551464,-3.869898360679342,0.3716994525327556,-6.678881820342829
0,PLAID,bowl-nl,0.05,1,100.86406408480143,41.56976803747507,2.777029517752909,4.248397000922581,0.6445479420279445,-11.682438331508212,-1.4462892145552484,-1.4322458051202123,0.337572811658856,-6.352245640641282
0,PLAID,bowl-nl,0.05,2,98.66717704784892,40.97620869689657,2.788109762770739,4.482376757683531,0.6219259238521215,-10.928896140273983,-3.1452981513553384,-0.9221592153708882,0.3196301250346587,-5.979209961924573
0,PLAID,bowl-nl,0.05,0,98.84981093356714,41.66893105603064,2.3524293872764233,3.543877094148371,0.6906497507180984,-13.442983812970668,-0.051150336698661425,-3.954990778487526,0.3152565656197056,-6.185215448108635
0,PLAID,bowl-nl,0.05,1,100.05270716875702,40.186701936856686,3.159335521581401,2.058611494987762,0.7385186970623832,-15.87601286616453,-1.3961886848718286,-1.6330001236293379,0.5147491148098403,-8.723708614000833
0,PLAID,bowl-nl,0.05,2,100.46517702811022,40.757045836103956,2.245634066544815,3.546127101606415,0.7089963601677773,-14.22513950035079,-2.5763573379200997,-1.0974756854349763,0.3701741180510618,-6.61130341140899
0,PLAID,bowl-nl,0.05,0,98.61504555313752,38.98106688249542,2.618586813614498,4.611095953819219,0.6362971449198525,-11.245849928104581,-0.24370807247816884,-2.920140294603973,0.35491086567379926,-6.443783803826534
0,PLAID,bowl-nl,0.05,1,99.91226327689495,39.87869712150935,2.1273803695526894,5.354904514986092,0.6260949317000946,-10.41885988912733,-1.8456560452295374,-1.4005497568013803,0.3769717112945439,-6.749460061599839
0,PLAID,bowl-nl,0.05,2,101.39977983730743,40.123389826503875,2.992416733574251,4.070946281003746,0.6541883580283043,-12.128075962574467,-2.968861448526851,-0.9962485245022162,0.4754385134675324,-7.757633069390089
0,PLAID,bowl-nl,0.05,0,100.81534968766377,38.94849758173592,2.1673013561197263,3.513987338251437,0.7245073007120009,-14.984962707858553,0.09117298178282307,-4.402439199594398,0.28387648809190336,-5.915954680496844
0,PLAID,bowl-nl,0.05,1,98.84296574824327,42.40438408267536,2.111315668431337,3.212699653366962,0.7170012871684348,-14.680883806074343,-1.448062395431057,-1.603449695274609,0.14447403966539207,-4.940043896535269
0,PLAID,bowl-nl,0.05,2,101.35661236495265,41.125477699017864,2.992583653396595,4.708559560981693,0.6164204813461438,-10.795897681237827,-1.370182645862429,-1.6852845358422495,0.13974404450923872,-4.929104025113641
0,PLAID,bowl-nl,0.05,0,99.96504048396373,39.2556216123542,3.0698855434797934,2.304271380441075,0.7344321347259313,-15.816039814617808,-0.16931182739161987,-3.3135060660518647,0.39577004085655454,-7.004827653709688
0,PLAID,bowl-nl,0.05,1,100.47139133932862,39.160694260036834,3.350722727777851,2.8816369235969312,0.6950437714002204,-13.873054027860725,-1.6312644802613647,-1.3953819177286435,0.4027027816001444,-7.102904991078995
0,PLAID,bowl-nl,0.05,2,100.71550961873689,41.083027858245735,3.763879780505598,1.8672029665291818,0.7167106291340574,-14.192885423413681,-1.7079026613742396,-1.4341978878559787,0.3875384202263741,-6.86861960729116
0,PLAID,bowl-nl,0.05,0,101.21288040971518,39.58932482545271,2.712045028007999,3.7236332116677664,0.6866939186488947,-13.377273007733967,-0.34894956996786153,-2.8628467043441446,0.549519590511111,-9.404317639863116
0,PLAID,bowl-nl,0.05,1,100.11521147990247,37.71668740371865,2.960502774120655,3.1146139292945696,0.7079201731118846,-14.520948908482655,-1.4468761424601153,-1.5665187097197277,0.5286663379961387,-8.938521822841945
0,PLAID,bowl-nl,0.05,2,99.1244201893189,40.23883833054515,2.935259151539022,4.3146411988681,0.6306447119197356,-11.284185025105232,-2.894809763995003,-1.0161498526423507,0.22700528882401227,-5.168410342718474
0,PLAID,bowl-nl,0.05,0,99.480920043037,39.39033928836392,2.0830608433352844,2.256233992366679,0.7833623116366116,-19.568461100128612,0.006230887731726531,-4.090114108726594,0.24378640202201285,-5.590383280142012
0,PLAID,bowl-nl,0.05,1,98.59466461322998,40.89795949115456,3.541782757389723,4.7032629447516126,0.5712903006490736,-9.799546776602424,-1.474579373328599,-1.5516450584904944,0.3182192015595796,-5.737015271865145
0,PLAID,bowl-nl,0.05,2,101.4314102806627,41.20244833751612,2.9937640648238424,3.877849658563757,0.657725444618782,-12.294097971744293,-2.7189262612563003,-1.0132064683419477,0.3723336498671175,-6.659574708936225
0,PLAID,bowl-nl,0.05,0,100.21988553482362,41.11435534670481,3.9567394940076426,4.294613895664548,0.5811887637209192,-10.121715773362725,0.038157797379814284,-4.043648347129106,0.3672662035628528,-6.668399411216191
0,PLAID,bowl-nl,0.05,1,99.88375030183019,39.37326214837208,2.7735821289840463,2.808005517794963,0.72327503129918,-15.331323455822993,-0.23352393058376908,-3.433438345062542,0.3224449030218147,-6.231314586783754
0,PLAID,bowl-nl,0.05,2,100.48836808375366,38.810067638646046,3.173567263998564,4.6748866492023335,0.618255341510949,-10.915898824371935,-1.3795016189966254,-1.6361624275937106,0.4114236550402086,-7.208298888970066
0,PLAID,bowl-nl,0.05,0,99.01908238809389,38.44603131166643,3.2763403218694913,3.014993376761207,0.6884092717720623,-13.60433544828058,0.02101176695398388,-4.109925348963671,0.37794201110345815,-6.603761709916764
0,PLAID,bowl-nl,0.05,1,98.62845310162642,39.957252331497756,2.445330301424782,2.799693804008212,0.7318092674130133,-15.783508569087289,-1.169971864663994,-1.578948070385466,0.4665758036523824,-7.5857381770565135
0,PLAID,bowl-nl,0.05,2,101.2041151808855,38.980595476791535,3.535588202367416,3.6936195040115765,0.6514561821273821,-12.169567006948926,-2.4022908672354224,-1.094750774717557,0.460639091463218,-7.752908446040747
