layout,error_type,error,lost_rows,neg_control_mean,pos_control_mean,neg_stdev,pos_stdev,Zfactor_expected,SSMD_expected,Zfactor_raw,SSMD_raw,Zfactor_norm,SSMD_norm
PLAID,bowl-nl,0.04,0,101.48008032087702,37.7999943702001,3.429268445109209,8.397710041385675,0.442825258009761,-7.02025297794812,0.018680165332089493,-4.322736975101141,0.398987337461143,-6.9402219867007195
PLAID,bowl-nl,0.04,0,98.29179006335383,36.35830495091956,4.727466656758427,4.644306185030952,0.546040102953556,-9.34548116200393,-0.07828920767817915,-3.7341851199950242,0.160782888261918,-4.954925923204249
PLAID,bowl-nl,0.04,0,96.99211687140755,34.68484002592997,5.091911676731449,4.773292111374837,0.5250055392772797,-8.927324386767923,0.023669581400026285,-4.149949903331772,0.29148990340109626,-5.979533937489795
PLAID,bowl-nl,0.04,0,100.36195760220997,37.27835724778921,4.8912542081636,4.387506980567803,0.5587397769023577,-9.600688626200913,-0.08499298065624483,-3.346797306014484,0.39650032869886553,-6.826800854537614
PLAID,bowl-nl,0.04,0,100.90536314840493,37.27582870456389,3.706788689139608,4.005366757198158,0.6363879361802753,-11.659306973797309,0.3683024006129936,-5.9493609499280256,0.48438317928545094,-7.896451558942286
PLAID,bowl-nl,0.04,0,102.40079980342163,37.132756935810775,4.545198863138538,5.065919796107674,0.5582316442945291,-9.58970341997783,0.19829874951376814,-4.867685907426696,0.28798928221162434,-5.958619354849831
PLAID,bowl-nl,0.04,0,102.755086975257,36.558228893298676,2.7403945148600872,4.480929537069532,0.6727341329558769,-12.602984401874027,0.07562833525869661,-4.394585805306214,0.47962343487713976,-8.100869614790087
PLAID,bowl-nl,0.04,0,99.9999696315666,37.37441245380306,3.2188470260003377,6.299622771901208,0.5440294556957043,-8.852500263577408,0.014365852468982032,-4.064195794189552,0.24514706244919282,-5.557681057889344
PLAID,bowl-nl,0.04,0,97.00878736304114,34.89255450365369,4.607249873360381,4.974263140042486,0.5372459385088979,-9.16152232116909,-0.07102325338192594,-3.8626121637348305,-0.11200291102099569,-3.348947632440055
PLAID,bowl-nl,0.04,0,97.71480328544587,34.628043680636075,5.5286094469885345,6.084577677656522,0.4477516107630456,-7.6736976346083745,0.11184980762784924,-4.388091982149365,0.3402046297064232,-6.337734012885412
